type,model,created_at,usage_input,usage_output
first,model1,03.05.2024,4488,5068
first,model2,16.04.2024,4711,8297
second,model3,02.05.2024,5072,596
second,model2,01.05.2024,1944,9071
second,model3,11.02.2024,3172,8308
first,model1,10.03.2024,5744,542
third,model1,03.05.2024,936,3658
second,model3,14.04.2024,9730,9127
third,model1,31.03.2024,2888,1426
third,model3,30.03.2024,9937,8235
second,model2,12.02.2024,7122,8026
first,model2,02.02.2024,6859,5400
second,model1,10.01.2024,2479,8755
first,model2,26.04.2024,1104,9768
first,model2,23.03.2024,7224,3398
third,model3,20.04.2024,667,7865
second,model3,10.02.2024,7579,7286
third,model1,14.01.2024,1936,5678
third,model2,01.04.2024,8399,9273
third,model2,09.02.2024,3459,7406
second,model1,19.02.2024,5108,6641
second,model2,08.03.2024,8197,3171
second,model1,05.03.2024,2578,7046
second,model3,04.02.2024,4337,4597
second,model1,08.03.2024,4687,2434
second,model2,07.05.2024,4665,3034
third,model2,17.01.2024,8530,9062
second,model1,10.01.2024,923,8962
first,model3,22.03.2024,8655,8059
third,model3,09.01.2024,3283,7157
second,model3,17.04.2024,5586,8319
second,model3,06.02.2024,1977,325
second,model3,18.01.2024,1599,8767
first,model2,25.04.2024,1027,9363
first,model1,07.03.2024,8028,2307
first,model2,15.04.2024,5937,5087
second,model3,06.01.2024,2189,855
first,model2,13.04.2024,6134,7550
first,model1,15.02.2024,4873,1497
second,model2,04.03.2024,5338,2196
third,model1,24.03.2024,6484,7089
first,model1,06.01.2024,4505,3398
second,model1,19.04.2024,4262,1898
first,model1,10.01.2024,1298,2708
second,model2,06.01.2024,2718,3499
second,model2,11.05.2024,8307,1929
third,model2,21.01.2024,7551,7924
second,model3,20.03.2024,829,3887
first,model2,23.02.2024,1387,6685
third,model1,22.01.2024,5559,6754
first,model3,08.01.2024,7554,5462
second,model1,31.03.2024,5790,5374
second,model2,04.04.2024,8556,2487
first,model1,14.05.2024,5343,1554
first,model2,21.02.2024,738,1782
second,model1,05.02.2024,7156,8627
second,model1,02.04.2024,9401,7835
first,model1,03.04.2024,238,4326
first,model1,10.05.2024,782,5113
third,model3,23.04.2024,2503,6268
second,model1,06.02.2024,3471,7768
second,model2,30.03.2024,2367,7032
third,model1,19.01.2024,8384,6836
first,model3,20.04.2024,2101,3586
first,model2,04.01.2024,8639,3332
second,model2,03.04.2024,7821,6397
second,model2,20.03.2024,8814,8450
third,model1,10.04.2024,1734,7679
first,model1,21.01.2024,194,8933
first,model2,09.04.2024,8729,6394
third,model1,11.04.2024,4999,133
first,model3,16.02.2024,1901,7979
first,model1,09.04.2024,7051,1119
second,model1,11.03.2024,8857,6538
second,model2,03.01.2024,4649,7838
third,model2,04.03.2024,6529,1374
second,model3,20.03.2024,7313,1479
first,model3,17.03.2024,3210,1608
third,model1,17.03.2024,4325,4547
first,model2,05.02.2024,2617,3157
third,model1,21.02.2024,2053,3813
first,model1,11.03.2024,1682,3673
second,model3,21.02.2024,4097,9801
second,model2,21.03.2024,4488,7205
second,model1,08.01.2024,4819,2884
third,model2,16.04.2024,4919,6509
third,model3,22.01.2024,9554,8610
first,model3,28.04.2024,8271,9987
first,model1,29.03.2024,9700,840
second,model2,03.01.2024,3568,2856
second,model2,24.04.2024,9678,5361
second,model1,19.01.2024,5766,4094
second,model3,21.02.2024,5704,8825
first,model2,28.02.2024,8680,2336
first,model3,06.02.2024,5880,673
first,model2,14.03.2024,7942,7525
first,model1,16.04.2024,4823,9784
second,model3,29.02.2024,3450,3775
first,model3,01.02.2024,1141,4885
third,model2,14.04.2024,4679,4882
second,model3,08.05.2024,4729,1707
third,model2,14.02.2024,6903,718
third,model1,07.03.2024,1704,9180
third,model1,11.02.2024,1830,9096
first,model3,21.03.2024,6001,526
second,model2,12.01.2024,3483,4417
first,model1,26.04.2024,1772,562
second,model3,15.05.2024,8072,6028
second,model3,18.02.2024,743,4240
second,model1,29.04.2024,5772,6218
third,model3,05.02.2024,68,4685
third,model1,24.01.2024,8817,3429
second,model2,18.01.2024,8471,424
first,model1,20.03.2024,3075,1155
second,model1,16.04.2024,4226,8079
first,model3,19.01.2024,8497,3424
first,model1,07.05.2024,988,4655
third,model2,04.02.2024,1284,7092
second,model1,10.04.2024,4390,2583
first,model1,05.01.2024,6478,1809
third,model3,07.03.2024,908,131
third,model2,01.01.2024,8365,783
first,model3,28.03.2024,3422,7930
first,model2,11.01.2024,709,7274
second,model1,16.05.2024,7039,4103
third,model1,02.05.2024,1309,2895
second,model1,02.04.2024,9385,4048
third,model1,25.01.2024,996,8725
first,model3,13.03.2024,4173,1082
second,model1,27.03.2024,651,1803
first,model2,14.01.2024,2856,4823
second,model3,17.02.2024,6426,2502
second,model2,19.03.2024,5709,2895
first,model2,03.03.2024,471,3689
third,model2,27.01.2024,2012,6264
second,model3,20.04.2024,3336,4904
first,model2,16.03.2024,2271,5940
second,model3,15.02.2024,8519,7138
first,model3,10.02.2024,1904,3951
first,model3,21.01.2024,5019,3547
third,model2,22.02.2024,3236,8949
second,model3,19.04.2024,8501,3922
second,model2,07.05.2024,2890,154
third,model3,03.04.2024,1204,6238
first,model1,22.01.2024,8792,1276
third,model3,25.04.2024,7776,6071
first,model1,07.01.2024,5113,4906
third,model3,05.04.2024,6069,4587
second,model1,14.04.2024,9797,9703
first,model1,23.03.2024,1545,7115
second,model3,09.05.2024,7579,4265
first,model1,24.03.2024,1881,9759
third,model2,18.02.2024,7584,9758
first,model1,16.04.2024,7826,6447
third,model1,14.05.2024,7474,5345
second,model1,08.05.2024,7925,3679
second,model3,07.02.2024,5202,6584
third,model3,10.04.2024,6126,3099
first,model3,07.04.2024,4327,1767
third,model2,30.03.2024,3155,6931
second,model1,11.02.2024,148,6407
first,model3,11.03.2024,7963,7904
third,model3,16.01.2024,7619,1908
third,model1,10.05.2024,4070,2256
first,model3,19.04.2024,3858,8604
third,model3,23.02.2024,9152,3729
third,model2,05.03.2024,2935,6052
first,model2,08.03.2024,2343,432
first,model3,17.01.2024,2391,4224
third,model1,22.01.2024,9380,2558
first,model1,22.03.2024,8365,1208
first,model2,24.03.2024,7396,9752
first,model2,24.03.2024,1996,2782
second,model1,26.01.2024,8005,8097
first,model3,01.05.2024,9332,2477
second,model3,19.01.2024,4765,8712
first,model3,04.02.2024,3448,460
first,model2,19.03.2024,9320,8847
first,model3,13.02.2024,9642,7460
second,model1,11.02.2024,6283,5004
third,model3,19.04.2024,4812,6883
second,model2,03.01.2024,437,8836
second,model3,21.04.2024,4582,5084
third,model3,20.03.2024,7980,7903
second,model1,15.01.2024,9420,2011
second,model2,01.01.2024,8114,1437
second,model1,31.01.2024,4165,7448
first,model2,20.01.2024,90,9074
first,model1,27.04.2024,5843,8449
third,model2,17.01.2024,4051,3659
third,model3,12.05.2024,5318,1501
second,model2,14.05.2024,5180,7408
second,model1,26.01.2024,2111,3058
second,model1,23.02.2024,8303,9047
third,model3,04.03.2024,4628,5821
first,model2,06.01.2024,7173,6919
first,model1,01.01.2024,2767,8758
third,model3,08.01.2024,1320,9219
second,model1,08.02.2024,9745,6239
second,model3,05.05.2024,6134,2111
first,model1,10.03.2024,9073,1102
second,model2,04.05.2024,106,3073
second,model2,05.03.2024,4001,8553
first,model2,22.02.2024,5527,1461
first,model3,21.04.2024,6020,9555
first,model2,29.03.2024,5583,9339
third,model2,19.01.2024,6697,17
second,model1,30.03.2024,3591,3631
third,model3,09.05.2024,146,7955
third,model2,03.05.2024,213,8336
second,model2,16.03.2024,3623,5876
third,model1,11.05.2024,9594,6806
second,model3,13.02.2024,7755,6300
third,model2,20.03.2024,3581,7947
third,model1,24.02.2024,7773,5713
first,model3,06.01.2024,4565,7598
second,model2,06.04.2024,884,4771
second,model2,22.02.2024,4519,414
first,model2,01.05.2024,3655,7603
second,model2,21.01.2024,8469,4001
third,model2,11.03.2024,1813,1367
first,model1,22.01.2024,9084,6080
first,model1,07.05.2024,9767,4204
second,model3,02.05.2024,1478,841
third,model1,25.03.2024,564,2244
first,model1,10.04.2024,4230,9746
third,model1,12.01.2024,9126,7742
second,model2,07.03.2024,8273,2481
second,model2,16.03.2024,1837,4097
second,model1,10.02.2024,2817,291
second,model3,09.03.2024,2882,4541
first,model1,18.01.2024,5711,5850
third,model2,03.05.2024,9827,718
first,model1,27.03.2024,7102,8794
first,model3,30.04.2024,8552,986
first,model1,22.01.2024,4037,6729
third,model1,04.04.2024,1603,6578
third,model2,30.04.2024,7885,6874
first,model3,28.03.2024,1673,9003
first,model1,29.04.2024,6925,632
second,model3,08.04.2024,3622,9676
second,model1,09.01.2024,4046,7042
first,model1,19.01.2024,855,8205
first,model2,28.03.2024,9351,7241
third,model1,12.02.2024,5603,8324
second,model3,01.01.2024,647,764
first,model3,29.03.2024,7235,2441
third,model1,05.05.2024,1420,1277
second,model3,19.04.2024,5303,5767
first,model3,15.04.2024,8325,9934
second,model2,21.04.2024,9796,8487
first,model3,14.02.2024,1912,6314
second,model1,18.03.2024,2856,7525
second,model1,09.02.2024,209,7636
second,model2,10.02.2024,7997,2978
third,model2,30.04.2024,143,5525
first,model3,07.03.2024,6270,1068
third,model1,10.05.2024,3613,1156
first,model1,23.02.2024,8908,1703
first,model1,12.01.2024,8248,2717
third,model2,11.03.2024,9503,1240
third,model3,10.01.2024,7493,1901
third,model2,10.04.2024,2839,17
third,model3,14.02.2024,9816,8924
third,model1,10.04.2024,6868,3624
first,model3,25.02.2024,964,8550
first,model2,11.05.2024,5276,6561
second,model2,28.04.2024,4152,5446
second,model1,29.04.2024,2446,7835
second,model2,31.03.2024,1290,8690
second,model3,08.01.2024,3791,9904
first,model2,18.04.2024,4855,5016
third,model1,24.03.2024,2425,5114
third,model3,30.03.2024,2878,4862
third,model3,16.03.2024,8481,6636
second,model1,15.02.2024,6922,4340
first,model3,02.05.2024,5072,326
second,model1,03.02.2024,657,8181
third,model3,15.01.2024,2360,416
third,model2,15.02.2024,688,1610
first,model1,06.03.2024,2802,6594
first,model3,14.02.2024,8663,1662
second,model1,09.04.2024,1408,8536
second,model2,01.01.2024,1885,907
second,model2,04.04.2024,382,663
first,model3,26.04.2024,844,9616
third,model2,25.01.2024,2818,3537
third,model3,22.02.2024,1531,1924
third,model2,09.04.2024,3082,1362
second,model3,23.03.2024,8981,8904
second,model1,14.05.2024,4376,3553
second,model1,27.01.2024,4235,4490
third,model2,10.03.2024,5224,39
third,model2,16.02.2024,3080,3110
third,model3,19.02.2024,3461,6619
second,model2,19.02.2024,1099,1082
third,model3,26.03.2024,5169,9869
third,model1,13.05.2024,1186,4139
second,model2,31.03.2024,8582,6796
first,model3,21.04.2024,7489,2196
third,model2,06.03.2024,7554,9032
first,model2,08.05.2024,2153,8268
second,model3,01.01.2024,1147,1015
third,model2,26.02.2024,3602,5148
first,model2,07.01.2024,4902,2532
first,model2,20.03.2024,9340,4500
second,model2,02.05.2024,2921,6068
first,model3,18.02.2024,2047,413
second,model1,23.03.2024,4413,4161
second,model1,23.01.2024,6044,2158
first,model3,01.05.2024,4337,6420
second,model3,09.02.2024,1171,4670
first,model3,18.01.2024,3519,6866
third,model3,04.02.2024,576,1276
second,model2,25.02.2024,749,2911
first,model1,16.03.2024,6437,7157
third,model3,02.02.2024,6974,2995
first,model1,21.04.2024,2563,7703
third,model2,24.03.2024,1904,5687
second,model3,05.02.2024,4956,1744
first,model3,14.04.2024,2341,6969
third,model2,17.03.2024,6792,4236
second,model2,27.03.2024,1525,7280
second,model1,05.01.2024,6337,7166
second,model1,15.03.2024,4373,9132
third,model3,20.03.2024,2982,5568
second,model3,25.03.2024,9239,1830
second,model2,06.02.2024,9862,1336
third,model3,09.02.2024,4615,2658
third,model1,12.04.2024,6180,2330
third,model2,28.01.2024,2748,3530
second,model3,04.02.2024,6045,5726
second,model3,12.01.2024,6197,279
first,model2,30.03.2024,2044,1107
first,model1,01.01.2024,7748,636
third,model2,15.02.2024,3171,9252
second,model2,14.04.2024,9556,8809
first,model2,20.02.2024,9255,8970
first,model3,29.02.2024,5774,5087
third,model1,26.03.2024,5136,4327
third,model1,23.04.2024,8889,2010
first,model1,29.01.2024,6025,1060
third,model3,10.01.2024,9514,808
second,model2,05.05.2024,5906,7769
third,model2,14.05.2024,8046,4342
third,model1,27.01.2024,4098,4022
third,model1,07.02.2024,8619,8326
third,model3,08.04.2024,5881,2314
second,model2,29.04.2024,2934,8432
first,model3,28.03.2024,2946,2495
first,model1,18.02.2024,9012,7258
second,model2,02.04.2024,2474,4063
first,model2,30.04.2024,5644,5324
third,model2,27.02.2024,5474,5358
third,model1,08.02.2024,6132,3228
first,model2,18.02.2024,3875,6393
third,model2,21.01.2024,1812,1992
second,model1,22.04.2024,1371,9133
second,model2,24.03.2024,6151,8772
first,model1,20.04.2024,3818,8079
second,model1,31.01.2024,9892,2910
third,model2,03.03.2024,5632,7671
second,model3,17.04.2024,8446,706
third,model3,23.04.2024,6505,7039
third,model2,21.04.2024,9482,4325
third,model2,10.01.2024,675,6593
third,model1,01.01.2024,3194,3104
first,model3,10.01.2024,4177,85
first,model3,29.01.2024,4422,9658
second,model3,14.04.2024,571,7239
first,model2,12.02.2024,8804,8603
second,model3,10.03.2024,8625,2287
second,model1,08.03.2024,8450,2527
second,model1,17.03.2024,8119,5975
third,model2,14.04.2024,9921,2663
third,model2,06.02.2024,8887,595
second,model3,13.03.2024,6516,1661
second,model3,28.01.2024,1171,6611
third,model1,18.02.2024,1214,7860
third,model1,24.04.2024,3997,445
first,model1,03.01.2024,7904,5104
third,model2,13.02.2024,7452,9338
first,model1,13.02.2024,3519,7671
third,model2,12.05.2024,7504,2405
first,model3,18.02.2024,9455,6415
third,model2,10.04.2024,8750,8673
second,model1,26.03.2024,3981,9503
third,model2,27.01.2024,7659,6838
first,model2,07.02.2024,5251,1164
second,model2,09.02.2024,5447,2154
first,model2,22.03.2024,5782,1551
second,model2,10.01.2024,4838,3569
second,model2,26.01.2024,1933,6339
second,model3,13.01.2024,1577,5860
second,model3,09.02.2024,425,6597
first,model2,20.02.2024,3816,7098
second,model1,17.04.2024,9524,9957
first,model3,27.01.2024,1878,966
first,model2,02.01.2024,1688,4981
third,model2,12.04.2024,1747,5454
third,model3,15.03.2024,2637,5443
second,model2,11.04.2024,7063,3211
first,model3,08.01.2024,3500,3210
first,model2,02.05.2024,6202,9250
first,model3,14.04.2024,6690,1444
first,model3,16.05.2024,1140,4171
second,model1,14.02.2024,1905,379
first,model3,05.02.2024,2938,2628
second,model2,03.03.2024,4643,6985
third,model3,14.05.2024,8979,8135
second,model3,13.02.2024,8247,8658
first,model2,11.03.2024,3959,5260
second,model1,08.04.2024,2549,1548
second,model2,30.01.2024,3418,8180
third,model1,04.01.2024,2128,5460
third,model3,25.03.2024,3485,5036
second,model1,17.01.2024,4611,933
second,model2,22.01.2024,809,9703
second,model2,10.04.2024,1606,8905
second,model2,06.01.2024,2839,4339
second,model2,16.03.2024,5405,429
first,model1,29.04.2024,2011,5516
second,model1,17.01.2024,2527,9443
third,model1,17.03.2024,4338,6027
third,model1,20.04.2024,9616,3647
third,model3,03.04.2024,7803,8969
second,model3,20.01.2024,16,3206
second,model2,26.01.2024,6999,4243
third,model3,28.03.2024,7228,5446
first,model3,15.01.2024,539,8142
first,model3,23.03.2024,3106,3192
third,model1,29.01.2024,1605,1907
third,model2,25.01.2024,1064,9355
second,model2,08.01.2024,8531,5121
first,model3,08.02.2024,4455,4721
second,model1,02.03.2024,9553,183
first,model1,30.04.2024,5408,3537
third,model3,13.04.2024,7368,7788
second,model3,28.01.2024,1313,3124
second,model2,08.01.2024,9704,3205
first,model2,20.02.2024,7086,1441
third,model3,17.01.2024,5014,7900
first,model2,02.05.2024,7037,2185
third,model3,06.03.2024,8256,2865
first,model2,01.02.2024,2459,7921
third,model1,11.02.2024,788,1992
second,model1,11.02.2024,2760,7217
third,model3,24.03.2024,9469,7709
second,model2,18.04.2024,9773,1388
first,model2,07.02.2024,2885,2468
first,model3,12.02.2024,3044,3286
third,model2,05.04.2024,8242,7053
first,model2,27.04.2024,2252,673
first,model2,19.02.2024,1851,4297
third,model2,24.01.2024,1803,4912
third,model1,07.01.2024,4725,9624
third,model3,03.04.2024,7179,5786
first,model3,12.03.2024,2471,4913
first,model3,20.04.2024,7797,2747
third,model2,01.03.2024,2303,4448
first,model3,04.05.2024,2980,5572
third,model3,24.03.2024,6260,2522
third,model2,04.03.2024,252,8476
first,model1,29.04.2024,880,6307
third,model1,19.04.2024,7326,472
second,model3,02.05.2024,6988,9773
second,model3,21.03.2024,1082,1325
first,model2,04.02.2024,4919,2193
third,model1,06.04.2024,5224,7800
third,model2,26.04.2024,2564,8327
third,model3,05.03.2024,520,8265
third,model2,09.03.2024,964,7015
first,model3,25.04.2024,2940,5598
first,model1,19.04.2024,710,5645
second,model2,03.05.2024,3058,6136
first,model3,18.02.2024,577,8149
first,model3,10.03.2024,6736,7172
first,model1,18.03.2024,5975,4800
second,model3,06.04.2024,8554,8483
third,model1,13.05.2024,606,3191
second,model3,29.02.2024,4884,4956
second,model3,24.02.2024,7753,4922
third,model3,16.05.2024,8990,3885
third,model3,06.01.2024,787,8972
second,model2,24.03.2024,4031,459
third,model1,10.01.2024,6912,4697
second,model1,10.04.2024,5017,9932
first,model2,08.03.2024,4377,2694
third,model3,15.04.2024,8093,1700
second,model2,20.04.2024,276,7237
second,model2,15.02.2024,8327,2480
second,model2,13.04.2024,7748,8077
third,model3,04.02.2024,4147,2882
second,model1,12.05.2024,5199,242
third,model2,03.05.2024,1616,6453
third,model3,13.03.2024,4343,6515
first,model3,29.04.2024,9539,6172
third,model3,20.02.2024,606,3431
first,model3,18.04.2024,7391,2164
third,model3,30.01.2024,8882,2227
third,model2,02.05.2024,7609,4268
first,model2,21.04.2024,7198,2808
third,model2,12.04.2024,7796,8879
first,model1,27.02.2024,4008,5966
second,model1,20.01.2024,8312,3146
second,model3,21.01.2024,1447,5370
first,model1,22.04.2024,9595,2453
third,model1,14.01.2024,9543,1675
third,model2,03.04.2024,4925,4879
second,model3,03.02.2024,8989,4273
third,model3,03.03.2024,22,4599
second,model2,15.03.2024,7772,7711
first,model2,16.05.2024,6742,5056
second,model3,23.03.2024,1069,8883
second,model2,18.03.2024,8307,4132
second,model3,13.05.2024,4462,291
third,model3,27.03.2024,3481,2075
second,model1,01.02.2024,4157,3192
first,model2,07.03.2024,622,2892
second,model1,19.02.2024,8728,3104
second,model2,01.02.2024,3570,3229
first,model2,27.01.2024,5451,23
third,model3,11.04.2024,9613,9052
second,model2,15.03.2024,720,3592
first,model2,19.02.2024,2517,5849
first,model2,15.05.2024,8265,9997
second,model2,15.02.2024,8686,4663
second,model1,06.04.2024,3677,2264
third,model3,16.04.2024,9620,7096
first,model3,12.01.2024,6996,8136
third,model3,14.04.2024,6921,7
second,model1,03.02.2024,887,9981
third,model2,24.02.2024,1867,6075
third,model3,17.01.2024,8313,3245
second,model3,16.05.2024,509,8301
